text_new,actual_label,predicted_label
MAMPUS KAU SAMBO NEKAT MELARIKAN DIRI DARI MAKO BRIMOB SAMBO LANGSUNG DI DOOR DI TEMPAT BEGINI KONDISI DIA SEKARANG,FAKE,FAKE
Diterjemahkan dalam Bahasa Indonesia Pada 2022 imigran ilegal akan mendapatkan KEBEBASAN LEBIH dan akses yang lebih mudah untuk jaminan kesehatan dan kotak surat suara bahkan lebih banyak dari warga negara AS Coba pikirkan  PenjelasanAkun Twitter anggota kongres Texas Ronny Jackson dengan nama pengguna RonnyJacksonTX menyebarluaskan informasi bahwa pada tahun ini imigran ilegal justru akan mendapatkan hak istimewa untuk akses jaminan kesehatan dan kotak surat suara pemilu AS Cuitan yang ditulis pada 16 Januari tersebut telah dibagikan ulang sebanyak hampir 4000 kali dan telah disukai oleh 8900 orang Banyak pengguna Twitter lain yang juga memberikan komentar Berdasarkan hasil penelurusan kedua pernyataan tersebut salah Menurut laman resmi pemerintah AS hanya warga negara AS yang diizinkan memberikan suara dalam pemilu Hanya ada lima negara bagian yang mengizinkan imigran legal untuk memilih yaitu California New York Florida New Jersey dan Texas Namun tidak ada negara bagian yang memberikan imigran ilegal hak untuk memilih Hal serupa juga berlaku bagi akses jaminan kesehatan Imigran ilegal tidak memiliki akses apapun ke jaminan kesehatan dan juga dilarang untuk membeli asuransi baik yang bersubdisi maupun harga penuh Beberapa negara bagian mengizinkan kasus mendesak seperti wanita melahirkan untuk mendapatkan layanan Medicaid namun hanya sebatas itu saja Informasi serupa pernah dibahas oleh CNN dengan judul Fact check Rep Ronny Jackson falsely claims undocumented immigrants have easier access than most citizens to health care and voting  Dengan demikian informasi yang disebarluaskan oleh anggota kongres Texas Ronny Jackson merupakan konten yang menyesatkan Referensihttpswwwusagovwhocanvotetext Non2Dcitizens2C20including20permanent20legalthe20laws20in20your20state httpswwwpewresearchorgfacttank20200303mostofthe23millionimmigrantseligibletovotein2020electionliveinjustfivestates httpsmarketplacecmsgovtechnicalassistanceresourcesimmigrationfastfactspdf httpseditioncnncom20220121politicsfactcheckronnyjacksonimmigrantshealthcareballotboxesindexhtml,FAKE,FAKE
Gila 1000 lebih mahal di Indonesia harga vaksinya Dikerjain lagi rakyat,FAKE,FAKE
om swatiastunggih swatiastu komandan taingpunapi gatraUnit baru o tanpa bunga tanpa penarikan unitcicilan BebasfleksibleUnit BaruStnkbpkbpengantaran unit  request plat sudah di tanggung pihak kantormantaaapbisa d bantu utk dpt 1 unit mobilnya,FAKE,FAKE
Diterjemahkan ke Bahasa Indonesia Pada 1962 majalah Italia menerbitkan artikel yang memperlihatkan bagaimana dunia akan terlihat pada 2022  PenjelasanAkun Twitter historyinmemes Historic Vids menulis cuitan dan mengunggah gambar yang memperlihatkan orangorang berkendara dan berjalan di dalam tabung Gambar tersebut diklaim sebagai prediksi bagaimana dunia akan terlihat pada 2022 dan hal tersebut disangkutpautkan dengan keadaan pandemi yang terjadi saat ini Cuitan dan gambar yang diunggah pada 19 Oktober tersebut telah disukai sebanyak 214000 kali serta telah dibagikan dan dikutip ulang hampir 25000 kali Berdasarkan hasil penelusuran informasi tersebut menyesatkan Gambar tersebut dibuat oleh pelukis Italia Walter Milano pada 1962 dan diterbitkan oleh salah satu majalah di Italia di tahun yang sama Blog bernama Plurale mengunggah kembali artikel yang dimaksud Pada artikel asli foto tersebut menjelaskan prediksi Walter Milano mengenai kendaraan di masa depan Artikel tersebut menjelaskan bahwa la singoletta bisa menjadi solusi untuk mengatasi kemacetan Selain itu situs turnbackhoaxid juga telah membahas informasi serupa dengan judul SALAH majalah Italia tahun 1962 menggambarkan yang akan terjadi pada 2022 dan dikategorikan sebagai konteks yang salah Dengan demikian informasi yang disebarluaskan historyinmemes merupakan konten parodi Referensihttpswwwpluralenetlasingolettalanonnadelsegwaydisegnatanel1962dawaltermolino httpsturnbackhoaxid20200519salahmajalahitaliatahun1962menggambarkanyangakanterjadipada2022,FAKE,FAKE
Pendataan Imunisasi Covid19 untuk Tenaga Medis dan Non Medis oleh Dinas Kesehatan Provinsi DKI Jakarta httpsformsglej5rRHYJitJfrvBPn9 Mohon untuk diisi paling lambat Rabu 21 Oktober 2020 Jam 2300 Terima Kasih,FAKE,FAKE
Innalillahi Komedian Mandra Mendadak Meninggal Dunia Para Artis Tak Menyangka Secepat Ini,FAKE,FAKE
AntiLockdown rally in London today Anyone else feel the shift It s happening TheGreatAwakening Penjelasan Akun Facebook Elaine Shtein mengunggah video kerumunan orang disertai narasi yang menyebutkan bahwa peristiwa tersebut merupakan demonstrasi anti lockdown di London Berdasarkan hasil penelusuran diketahui bahwa video tersebut bukanlah video demonstrasi anti lockdown di London Video tersebut merupakan aksi demonstrasi yang terjadi di Belarusia Hal itu diketahui dari komentar salah satu akun Twitter di postingan video asli demonstrasi tersebut di akun Twitter Paul Ronzheimer ronzheimer pada 23 Agustus 2020 Twit itu adalah bagian dari utas video dari Ibukota Belarusia Minsk Protes antipemerintah di kota yang menyerukan diakhirinya pemerintahan orang kuat Alexander Lukashenko telah memasuki minggu ketiga Selain dari Twit tersebut penanda lain bahwa lokasi video bukan di London dapat diketahui di salah satu gedung yang ada dalam video tersebut yakni Kantor Pos Pusat Minsk Berdasarkan penjelasan tersebut maka konten yang dibagikan masuk ke dalam kategori False Context atau Konten yang Salah Referensi httpswebfacebookcomgroupsfafhhpermalink1280228855642980 Protes Diktator Dikira Menolak Lockdown Covid19 httpsfactcheckafpcomvideoactuallyshowsantigovernmentprotestbelarus httpscheckyourfactcom20200902factcheckcoronaviruslockdownprotestlondonbelarus Police Dear citizens this is an unauthorized mass meeting But people dont care even the street which leads to the square is PACKED pictwittercom8W1MCElJZt Paul Ronzheimer ronzheimer August 23 2020 httpswwwfrance24comen20200830belaruspolicearrestdozensofprotestersincentralminsk httpswwwpikiranrakyatcominternasionalpr01684163oposisibelarusbawabenderalamasaatgelarprotespendukunglukashenkobuatdemotandingan httpswwwgooglecommaps5389678562755086413a75y933h9217tdata 3m61e13m41sAF1QipN0w7YOTMqmesqA44uj1GkqOFAPYmANYARfDyuQ2e107i60808i3040,FAKE,FAKE
Foto seorang pria ditangkap duduk disebuah kursi dengan dipasang borgol pada kedua tangannyaterjemahan dari Bahasa HindiMuslim CinaOrang yang terlihat duduk di kursi ini tidak lain adalah putra umat ini adalah saudara kita yang beragama Islam Tidak tahu berapa banyak orang seperti itu yang terlibat dalam satu atau lain cara dan satusatunya kesalahan mereka adalah bahwa mereka adalah orangorang yang percaya pada kalma lailahaillallahIni gambar penjara di China di sini Muslim Uyghur diperlakukan seperti ini Mereka benarbenar terikat di kursi bahkan mereka tidak bisa bergerak Mereka disimpan seperti ini selama bermingguminggu orangorang malang ini tidur di atasnya makan di atasnya Jika dilihat maka orangorang ini sedang menunaikan kewajiban Islam dan menjadi seorang Muslim,FAKE,FAKE
6281937035653  Assalamu alaikum wrwbBenar dengan ust M Hafidz pengurus Ponspes Shuffah HizbullahWa alaikumsalam wr wb Iya betulPerkenalkan saya Wawako kota Samarinda H RusmadiSaya mendapatkan amanah dari bapak Wako Samarinda H Andi HarunBeliau ingin mendonasikan dana bantuan ke seluruh tempattempat ibadah dan yayasan yang ada di kota SamarindaDan untuk saat ini donasi bantuan tersebut tertuju kepada Ponpes Shuffah Hizbullah,FAKE,FAKE
Dikabarkan Jadi Jubir Perindo Ini Kata Eks Aktivis ICW Tama Langkun nama calon legislatif yang berminat melalui Perindo Jadi hanya menguji integritas dan kapasitasnya katanya,REAL,FAKE
Sebuah artikel dari worlddailynewsreportcom berjudul Barack Obama Announces Intention to Run as President of Kenya in 2021 berisikan informasi yang menyebutkan Barack Obama telah mengonfirmasi keinginannya untuk maju dalam pilpres Kenya pada tahun 2021 Dalam artikel tersebut disebutkan Obama percaya diri dapat mengatasi permasalahan di Kenya sebagaimana yang dia lakukan dulu saat menjabat sebagai Presiden Amerika Serikat Dalam artikel tersebut disebutkan pula Obama mengumumkan bahwa dia telah membentuk partai sendiri National Democratic Party of Kenya NDP dan mengonfirmasi keinginannya untuk melakukan negosiasi untuk membentuk koalisi Penjelasan Berdasarkan hasil penelusuran diketahui bahwa artikel terbitan World News Daily Report mengenai pencalonan Obama merupakan sebuah satire Hal tersebut diketahui dari bagian disclaimer dalam penjelasan About Us situs tersebut Berdasarkan disclaimer tersebut tulisan di laman tersebut hanya untuk hiburan dan lelucon   WNDR assumes however all responsibility for the satirical nature of its articles and for the fictional nature of their content All characters appearing in the articles in this website even those based on real people are entirely fictional and any resemblance between them and any persons living dead or undead is purely a miracle   Terjemahan   WNDR bertanggung jawab atas segala isi satire yang terdapat dalam artikelartikelnya dan untuk sifat fiksi yang terdapat dalam konten Semua karakter yang muncul dalam artikel di situs ini meski berdasarkan karakter sungguhan adalah fiksi dan kesamaan antara karakter tersebut dengan semua orang baik hidup maupun tidak adalah murni sebuah keajaiban   Selain itu jika menggunakan Google Reverse Image gambar yang ditampilkan dalam artikel tersebut merupakan dokumentasi dari sebuah pemberitaan yang pernah terbit sebelumnya Gambar tersebut muncul dalam pemberitaan UPI News yang berjudul Obama to Visit Kenya in July for First Time as President terbit pada 31 Maret 2015 Berdasarkan penjelasan di atas dapat disimpulkan bahwa konten tersebut dibuat untuk hiburan dan lelucon Foto yang digunakan juga diambil dari pemberitaan peristiwa yang telah lama terjadi Oleh karena itu artikel tersebut termasuk dalam kategori SatireParodi Referensi httpswwwfacebookcomgroupsfafhhpermalink1095265420805992 No Obama Didn t Announce His Intent to Run for President of Kenya in 2021 DISCLAIMER httpswwwmedcomidtelusurcekfaktagNQ0QPaKmantanpresidenamerikaserikatobamainginmajudipilpreskenya2021 httpswwwupicomTopNewsUS20150330ObamatovisitKenyainJulyforfirsttimeaspresident3551427728882,FAKE,FAKE
Dr Gupta mengatakanTidak seorang pun boleh mati karena kanker kecuali karena pengabaian1 Langkah pertama adalah menghentikan semua konsumsi gula tanpa gula dalam tubuh Anda sel kanker akan mati alami2 Langkah kedua adalah mencampurkan seluruh buah lemon dengan secangkir air panas dan minum selama sekitar 13 bulan hal pertama sebelum makanan dan kanker hilang Tim peneliti kedokteran Maryland mengatakan 1000 kali lebih baik daripada kemoterapi3 Langkah ketiga adalah minum 3 sdm minyak kelapa organik pagi dan malam dan kanker akan hilang Anda bisa memilih salah satu dari dua terapi setelah menghindari gula Ketidaktahuan bukan alasanSudah membagikan informasi ini selama lebih dari 5 tahun Biarkan orangorang di sekitarmu tahu Tuhan memberkatimuDr Guruprasad Reddy B V  UNIVERSITAS OBAT NEGARA OSH MOSKOW RUSIANarasi lanjutan di bagian Referensi Sumber Facebook httpsarchivefo66sbj Arsip,FAKE,FAKE
Megawati Meminta Jokowi Memecat AnggotaTNI yang Razia Buku Berbau PKI Jika Tidak  unggahan tangkapan layar dari OPERAINdotBLOGSPOTdotCOM oleh akun Facebook Noviyanti Dewi Jr atau yannsloww Selasa 166,FAKE,FAKE
Debat Calon Wali Kota Solo Tak Disiarkan Live KPU Takut Gobloknya Ketahuan Kayak Bapaknya Dulu,FAKE,FAKE
BERITA VIRAL  AZAB TUKANG NYI NYIR BERAKHIR BEGINI  BERITA TERBARU HARI INI SBY DEMOKRAT NARASI DALAM GAMBAR AZAB TUKANG NYI NYIR SBY SEMAKIN PARAHDOKTER MENYERAH TAKUT ADA HAL ANEH TERJADI,FAKE,FAKE
KISRUH NEGERI ANTARA PRIBUMI DAN NON PRIBerita terbaru Tambang Emas Indomoro yg dikelola oleh China didaerah Kab Murung Raya Kalimantan Tengah mulai bergejolak Nampak aparat keamanan menembakan gas air mata tp ditantang oleh penduduk lokalSemangat411TurunkanJokowi,FAKE,FAKE
Akhirnya Harun Masiku ditemukan tanpa alis,FAKE,FAKE
Akun Palsu Assalamualaikum wr wb Korban Waalaikum Salam Akun Palsu Masih sibuk saudaraku Korban Ngape pak Akun Palsu Ada sedikit saya perlu bantuan dari saudaraku Bisa saudaraku Korban Bantuan ape tu Pak Akun Palsu Kebetulan ATM saya over limit saudara nanti malam baru selesai maksudnya saya bisa numpang tranferkan 5jta ke rekening yg dituju saudaraku Nanti malam selesai limit saya tranfer kembali ke saudaraku dan saya lebihkan 1jta saudaraku Bisa saudaraku,FAKE,FAKE
Ini baru berita top pointdown httpmantaranewscomberita639762presidenjokowisudahtandatanganiperppupembubaranormaspemerintahbubarkanenamormasradikallewatperppu Ini 6 Ormas Yang Dibubarkan PemerintahAlasan mengapa keenam ormas ini harus dibubarkan 1 Hizbut Tahrir Indonesia HTIHTI merupakan organisasi Islam yang mendukung berdirinya Khilafah Islamiyah Dengan ini HTI tidak mengakui keberadaan Pancasila Sejumlah parade HTI di berbagai lokasi di Indonesia menunjukkan bahwa ormas ini telah makar terhadap pemerintah Republik Indonesia Dalam artikel berjudul Pancasila yang dirilis website HTI Arief B Iskandar menyatakan bahwa memang HTI berupaya mewujudkan Khilafah Jika Anda adalah seorang muslim yang taat yang menghendaki tegaknya Islam secara total dalam semua aspek kehidupan yang menginginkan penerapan syariah secara kaffah apalagi berjuang demi mewujudkan kembali Khilafah ala Minhaj anNubuwwah 2 Aliansi Nasional Anti Syiah ANNASANNAS merupakan ormas yang jelas bertentangan dengan UUD 45 yang secara eksplisit menyebutkan bahwa hak beribadah warga negara dilindungi oleh negara Aliansi ini pun membentuk kepengurusan di berbagai daerah untuk menangkal bahaya Syiah Tentu saja apa yang dilakukan ANNAS ini jelas membuat perpecahan di tubuh Islam sendiri 3 Jamaah Ansarut Tauhid JATOrganisasi ini secara nyata mendukung ISIS dan menjadi motor pergerakan ISIS di Indonesia Bahrun Naim seorang teroris yang diduga otak bom Thamrin merupakan anggota JAT Abu Bakar Ba asyir sendiri merupakan salah satu pemimpin dari organisasi radikal ini 4 Majelis Mujahidin Indonesia MMIOrganisasi ini tidak jauh beda dari JAT organisasi ini juga pimpinan Abu Bakar Ba asyir Bahkan teroris yang mati bunuh diri dalam bom Thamrin Afif merupakan anggota MMI Sama seperti JAT MMI pun juga telah mendeklarasikan diri sebagai pendukung ISIS 5 Forum Umat Islam FUIFUI ini pun tak kalah radikalnya Dalam perayaan Maulid Nabi dan Natal tahun lalu FUI dikabarkan mengirimkan ancaman akan membubarkan acara tersebut Jakarta Post 6 Front Pembela Islam FPIOrganisasi pimpinan Rizieq Shihab ini memang sudah terkenal dengan aksi provokasi dan kekerasan Dalam sejumlah demo FPI sering melecehkan perorangan agama budaya dan masih banyak lagi Pada tahun 2014 FPI juga mengeluarkan maklumat mengenai ISIS yang mana pada poin 5 menyatakan bahwa AlQaeda dan ISIS harus bersatu untuk meneruskan perjuangan FPI juga sering melakukan aksi yang mengkhawatirkan Barubaru ini mereka melakukan sweeping di Taman Ismail Marzuki untuk memastikan Bupati Purwakarta Dedi Mulyadi tidak hadir di Jakarta Sebelumnya Imam Besar FPI Rizieq Shihab melecehkan budaya sunda sampurasun menjadi campuracun Ormasormas di atas jelas bertentangan dengan prinsip yang ada di Pancasila sebagai dasar negara Indonesia Keenam ormas ini sama sekali tidak menjunjung tinggi perdamaian dan toleransi  httpsmantaranewscomberita639762presidenjokowisudahtandatanganiperppupembubaranormasfbclid IwAR3QwnnNVvJ8FUukdynODIe0rkhYXOeNtIO9K4ER4jrh9YC6h1RAFry0Dw,FAKE,FAKE
program ibunda gubernur jawa Timur pembebasan spp selamat buat warga pelajar Jatim atas pilihan Jatim1 yg tepat Mantab jawa timur Spp gratis untuk wilayah jawa timur apakah benar,FAKE,FAKE
Ini bund namanama penerima bantuan UMKM tahap3 cek nama bunda caranya klik disini httpsdoadotikhtisardotnetlinkdaftarbpummekaartahap3  Semoga yg ada di grup rezekinya lancar yg blom cari bantuannya semoga cair yg belom dapet bantuan segera dapat bantuan Aamiin ya rabb Penjelasan Akun Facebook bernama Vanesya membagikan sebuah unggahan terkait Bantuan Produktif Usaha Mikro BPUM atau Bantuan Langsung Tunai BLT UMKM tahap 3 Narasi dalam unggahan tersebut memuat informasi terkait daftar penerima dan pencairan Bantuan UMKM tahap 3 Link tersebut dibagikan pada Minggu 23 mei 2021 ke laman grup bernama GRUP PNM MEKAR DAN BANSOS SEINDONESIA Berdasarkan hasil penelusuran informasi tersebut salah Faktanya belum ada pendaftaran dan pencairan BPUM tahap 3 Sebelumnya link dan narasi serupa juga diunggah oleh Lilit Lemberi di grup Facebook Nasabh PNM Mekaar Sabang sampai Merauke pada Jumat 2152021 dan langsung dibantah oleh Kabag Humas Kemenkop UKM Melansir dari Kompascom Kabag Humas Kemenkop UKM Anang Rachman mengatakan kepada Tim Cek Fakta Kompascom bahwa belum ada pendaftaran dan pencairan BPUM tahap 3 Jadi tidak ada itu tahap 3 kata Anang saat dihubungi Kompascom Jumat 2152021 Adapun untuk pendaftaran BLT UMKM bukan dilakukan melalui link tetapi diusulkan oleh pengusul yang ditunjuk Kemenkop UKM yaitu Dinas yang membidangi koperasi dan UKM Koperasi yang telah disahkan sebagai badan hukum dan Kementerianlembaga perbankan dan perusahaan pembiayaan lain yang terdaftar di Otoritas Jasa Keuangan OJK Dengan begitu informasi terkait pendaftaran penerima bisa didapatkan melalui pengusulpengusul yang telah ditentukan di atas Anang juga memastikan bahwa pengusulan BPUM masih ada ditahap 2 hingga 28 Juni 2021 Sampai saat ini belum ada pendaftaran dan pencairan tahap 3 Selain itu pencairan juga tidak bisa dilakukan melalui link tetapi harus mendatangi penyalur yang ditunjuk yaitu Bank BRI BNI Bank Mandiri Bank Pembangunan Derah BPD dan PT Pos Indonesia Mengacu kepada seluruh referensi informasi mengenai daftar nama dan link pendaftaran untuk pencairan BPUM tahap 3 adalah hoaks dengan kategori konten palsu Referensi httpswwwkompascomtrenread20210522212000165hoakslinkdaftarpenerimadanpencairanbpumtahap3tahun2021page allhttpswwwmedcomidtelusurcekfaktawkB4V24Ncekfaktaberedarlinkdaftarpenerimadanpencairanbpumtahap3tahun2021inifaktanyahttpswartakotatribunnewscom20210525waspadapendaftaranbltumkmtahap3tidakadakemenkopukmjelaskanmasalahinipage 4 Editor Bentang Febrylian,FAKE,FAKE
Protes di Indonesia terus menggelora Publik marah dengan melonjaknya biaya energi Lihatlah adegan itu,FAKE,FAKE
Selamat Pagi Sahabatku Renungan Pagi  Bagaimana Ucapan Idul Fitri yang Sesuai Sunnah Oleh  Penulis Ust Dr Syafiq Riza Basalamah MA Sehubungan dengan akan datangnya Idul Fitri sering kita dengar tersebar ucapan MOHON MAAF LAHIR  BATHIN  Seolaholah saat Idul Fitri hanya khusus untuk minta maaf Sungguh sebuah kekeliruan karena Idul Fitri bukanlah waktu khusus untuk saling maaf memaafkan Memaafkan bisa kapan saja tidak terpaku dihari Idul Fitri Demikian Rasulullah shallallahu alaihi wasallam mengajarkan kita Tidak ada satu ayat Qur an ataupun suatu Hadits yang menunjukan keharusan mengucapkan Mohon Maaf Lahir dan Batin disaatsaat Idul Fitri Satu lagi saat Idul Fitri yakni mengucapan  MINAL AIDIN WAL FAIZIN  Arti dari ucapan tersebut adalah  Kita kembali dan meraih kemenangan KITA MAU KEMBALI KEMANA Apa pada ketaatan atau kemaksiatan Meraih kemenangan Kemenangan apa Apakah kita menang melawan bulan Ramadhan sehingga kita bisa kembali berbuat keburukan Satu hal lagi yang mesti dipahami setiap kali ada yang mengucapkan Minal Aidin wal Faizin Lantas diikuti dengan kalimat Mohon Maaf Lahir dan Batin  Karena mungkin kita mengira artinya adalah kalimat selanjutnya Ini sungguh KELIRU luar biasa Coba saja sampaikan kalimat itu pada saudarasaudara seiman kita di Pakistan Turki Saudi Arabia atau negaranegara lain  PASTI PADA BINGUNG  Sebagaimana diterangkan di atas dari sisi makna kalimat ini keliru sehingga sudah sepantasnya kita HINDARI Ucapan yang lebih baik dan dicontohkan langsung oleh para sahabat Rasulullah shallallahu alaihi wasallam  yaitu  TAQOBBALALLAHU MINNA WA MINKUM Semoga Allah menerima amalku dan amal kalian Jadi lebih baik ucapan  SMS BBM  WA kita  Selamat Hari Raya Idul Fitri Taqobbalallahu minna wa minkum Barakallahu Fiikum Kewajiban kita hanya mensyiar kan selebihnya kembalikan kepada masingmasing Krn kita tdk bisa memberi hidayah kpd orang lain hanya Allah lah yg bisa memberi hidayah kepada hamba NYA yg IA kehendaki Semoga Bermanfaat Penjelasan Pesan tersebut bukanlah tulisan dari Ust Dr Syafiq Riza Basalamah MA Sebab Ustad Syafiq sudah melakukan klarifikasi melalui akun fanpage Facebooknya Berikut kutipan klarifikasi beliau   akhi ukhti salam alaikum warahmatullah wabarakatuh Iedul fitri semakin dekat Ramadhan hampir berakhir semoga Allah memberikan taufiqnya kepada kita agar kita bisa menyempurnakan ibadah kita dan menerimanya sebagai sebuah cinta dan ridha ana doakan MINAL AIDZIN WAL FAIZIN semoga menjadi orangorang yang kembali kepada Allah dan sukses serta berhasil dalam menjalani ujian kehidupan ini mungkin engkau termasuk yang mendapatkan tulisanku bahwa aku melarang mengucapkan ucapan selamat MINAL AIDZIN WAL FAIZIN dengan berbagai vonis yang cukup keji entah siapa yang menulisnya dan menyebarkannya atas namaku semoga Allah mengampuni dosadosaku dan dia ini bukan pertama kalinya tulisantulisan dinisbatkan kepadaku padahal aku tidak menulisnya mungkin dia menyimpulkan dari ceramahceramahku kemudian menisbatkannya kepadaku ucapan selamat apapun yang mengandung doa dan harapan kebaikan itu diperbolehkan pada waktu hari raya idul fitri dan iedul adha ataupun pada kesempatankesempatan kebaikan seperti lulusnya seseorang dari sebuah ujian dan sebagainya hal itu kembali kepada tradisimenurut pendapat yang lebih kuat selama tidak menangandung halhal yang dilarang yang pernah aku kritisi dari ucapan  MINAL AIDZIN WAL FAIZIN adalah mengartikannya dengan MOHON MAAF LAHIR DAN BATIN maka aku berlepas diri dari tulisannya yang dinisbatkan kepadaku akan larangan mengucapkan MINAL AIDZIN WAL FAIZIN Dan kalau memang ana pernah mengatakannya Maka Ana meralat hal itu dan ana ucapkan kepada seluruh umat islam yang menerima pesanku ini TAQABBALLAHU MINNA WA MINKUM MINAL AIDIN WAL FAIZIN WAL MAQBULIN KULLU AAMIN WA ANTUM BIKHAIR JEMBER SABTU 27 RAMADHAN 1437 H  Berdasarkan klarifikasi tersebut sudah jelas bahwa pesan berantai yang beredar adalah hoax dengan mencatut nama sang penceramah Penulis pesan berantai itu tidak diketahui siapa Hanya saja penulis itu mencatut nama Ust Dr Syafiq Riza Basalamah MA Referensi httpswwwfacebookcomUstadzDrSyafiqRizaBasalamahposts541377776054095 httpswwwfacebookcomgroupsfafhhpermalink308823099450232,FAKE,FAKE
Halo Kak Aku Winda Dari Team Giveaway BAIM WONG Anda Memenangkan Hadiah Uang 100Jt dari kami info klik httpswame6285796306857 Penjelasan Beredar sebuah pesan berantai mengatasnamakan Team Giveaway Baim Wong membagikan hadiah uang sebesar Rp100 juta Untuk mendapatkan hadiah tersebut penerima pesan diarahkan untuk menghubungi nomor Whatsapp yang tertera dalam pesan Berdasarkan hasil penelusuran program giveaway Baim Wong bagibagi hadiah tersebut adalah palsu Faktanya Istri Baim Wong Paula Parhoeven melalui kanal Youtube resminya sempat mengklarifikasi bahwa program bagibagi hadiah yang diadakan Baim Wong hanya akan dilakukan melalui siaran langsung live di akun Youtube dan Instagram resmi mereka untuk menghindari penipuan Selain itu melansir dari Tribunnews program bagibagi hadiah Baim Wong dan Paula juga di adakan di Trans 7 dalam acara Indonesia Giveaway dan mekanisme mendapatkan hadiah disiarkan secara langsung saat itu juga tidak melalui pemberitaan seperti SMS Kasus penipuan Giveaway Baim Wong juga sudah mendapatkan atensi dari pihak kepolisian Kapolres Metro Jakarta Utara melalui detik news menjelaskan bahwa pelaku melancarkan penipuannya dengan modus giveaway melalui Facebook Lebih lanjut para korban akan diminta menghubungi pihak Baim Wong melalui WhatsApp dan selanjutnya diminta untuk mentransfer uang sebagai syarat Modus serupa juga dilakukan dalam pesan berantai tersebut Unggahan terkait bagibagi hadiah dari Baim Wong juga pernah dibahas dalam artikel Turn Back Hoax yang berjudul SALAH Baim Wong Adakan BagiBagi Hadiah Sebsar Rp50000000 pada tanggal 16 Januari 2021 Dengan demikian klaim bahwa Team Giveaway Baim Wong bagibagi hadiah adalah hoaks dalam kategori konten palsu Referensi httpsyoutubeswKaL2jUnMYhttpsturnbackhoaxid20210116salahbaimwongadakanbagibagihadiahsebesarrp50000000httpskaltimtribunnewscom20210112awaspenipuancaraikutindonesiagiveawaydapathadiahdaribaimwonginijamtayangditrans7page 3httpsnewsdetikcomberitad5305915baimwongpalsuditangkapmodusnyapenipuanberkedokgiveaway,FAKE,FAKE
PERLU KITA KETAHUI Inilah sejumlah video pembataian umat muslim di rohingya Turut Berduka atas Musibah yang menimpa Saudara muslim kami Suku Rohingya   Rasanya sulit di percaya di zaman Modern ini Di mana Manusia menjunjung tinggi HAM masih ada Kekejaman GenosidhaPembantaian massal Kami di Indonesia tidak menyangka betapa keji dan biadabnya Rakyat Myanmar Burma ini Sangat tidak manusiawi Sangat Sangat tidak bermoral Menyiksa dan menyakiti Manusia untuk Bersenangsenang lalu membunuhnya Betapa kejinya kalian Ya Allah selamatkanlah mereka umat muslim di rohingya semoga di lancarkan segala urusannya di permudah jalannya untuk slalu Istiqomah menjalani kehidupannya dan bagi mereka yg terbunuh semoga mati syahid mati dalam keadaan khusnul khatimah Aamiin Klik BAGIKAN saudaraku ,FAKE,FAKE
